CountSketch5,CountSketch10,SRHT5,SRHT10,SJLT5,SJLT10,Gaussian5,Gaussian10
0.7623897459566732,0.40226317290420344,0.7672480847435805,0.3819676315371913,0.6213440745480011,0.4634573244052759,0.7493982605767042,0.3938545438533709
0.4812101423745704,0.24382068255471018,0.4744706390448953,0.21986275716615378,0.4209138500244386,0.25471533077329456,0.512648714097704,0.20474203504255345
0.3238351973566809,0.19013646134461434,0.3670706869995142,0.17999461875014858,0.33278990403389924,0.1903740984588856,0.3447739393144023,0.1792112630468685
0.26276170639672963,0.1774628542146614,0.2710576483399111,0.17722669714567527,0.2431223202418316,0.1823877831356688,0.33508601917450376,0.17806194982352794
0.21316308495363473,0.177011963270696,0.21751941463067376,0.1772974409758659,0.23196174445065626,0.1785147217374939,0.2390332239125518,0.17769937188846877
0.1990888148718102,0.17722650487881578,0.1915080851954914,0.1770617320409957,0.20367510929419957,0.17716068908969154,0.21939567021910106,0.17707831837714516
0.18917171668134672,0.17719668052026324,0.17842615071865728,0.17715800837014475,0.18817139400839644,0.17715990755130154,0.21801715789470794,0.1772176301153184
0.1827446342876202,0.1772157687954463,0.18084588958207592,0.17718427941394194,0.18328429817708,0.17722324799365727,0.1854137809500418,0.17718444404692918
0.17815046580755894,0.1771850822278689,0.17769973909083195,0.17716887877784074,0.18083773428445452,0.17716997590571504,0.18532215855404707,0.17717032400535412
0.1777692236546751,0.17715994727807388,0.1790673948969723,0.1771682848241851,0.17759188066017179,0.17716820494275895,0.18185162818951064,0.17717152595450814
0.17828332078721318,0.17717304951409954,0.17657681640303188,0.1771700461130699,0.1769090006820471,0.177167695387018,0.1753315173593661,0.17717032829131965
0.17746342608564109,0.17716954840683405,0.17718716651358687,0.17716943292325774,0.1766353215084442,0.17716926931561724,0.17868479016338504,0.177169920826344
0.17766299115217568,0.177169800820026,0.17778797335345975,0.17717003270195458,0.17701549441479253,0.1771698670158288,0.17784645350136588,0.17716991798276396
0.17689680371075894,0.1771697792156344,0.177246036971789,0.17716982000092266,0.1773327316221225,0.17716997729867232,0.1775865365085272,0.17716979428703292
0.17730664447276287,0.17716978114940876,0.17690109154175548,0.1771698278684739,0.1771310711939554,0.1771698545665786,0.1771038345214148,0.17716988951233437
0.17715312529781294,0.1771698037855309,0.17725258120546458,0.1771698201739433,0.17731817518910062,0.17716982061243705,0.1773226933896079,0.17716982790228
0.17712984435071857,0.17716982646250856,0.17713367721909404,0.17716981689842634,0.17709070481375352,0.1771698206929828,0.17703792477867794,0.17716981160533116
0.17713838535505216,0.17716981504053164,0.1772247094722081,0.1771698192487747,0.1772057631170066,0.17716982110813043,0.17721337366820603,0.1771698225265938
0.17714189242864228,0.17716982044838764,0.1771575209054746,0.1771698194662213,0.177114628466821,0.17716981836474477,0.17716058163641452,0.1771698183729473
0.17713993115725454,0.17716981891518999,0.1771721438047303,0.17716981948342772,0.17713965114886104,0.17716981904332368,0.17727663145175757,0.17716981965280018
